2026-02-08 16:33:19,599 [main ] INFO  Constant - Copying default configuration to D:\NetShieldAI\Services\temp\api_scanner\user_DivyaViradiya_1_29993\config.xml
2026-02-08 16:33:21,184 [main ] INFO  Constant - Creating directory D:\NetShieldAI\Services\temp\api_scanner\user_DivyaViradiya_1_29993\session
2026-02-08 16:33:21,187 [main ] INFO  Constant - Creating directory D:\NetShieldAI\Services\temp\api_scanner\user_DivyaViradiya_1_29993\dirbuster
2026-02-08 16:33:21,191 [main ] INFO  Constant - Creating directory D:\NetShieldAI\Services\temp\api_scanner\user_DivyaViradiya_1_29993\fuzzers
2026-02-08 16:33:21,196 [main ] INFO  Constant - Creating directory D:\NetShieldAI\Services\temp\api_scanner\user_DivyaViradiya_1_29993\plugin
2026-02-08 16:33:22,665 [main ] INFO  DaemonBootstrap - ZAP 2.17.0 started 08/02/2026, 16:33:22 with home: D:\NetShieldAI\Services\temp\api_scanner\user_DivyaViradiya_1_29993\ cores: 12 maxMemory: 512 MB
2026-02-08 16:33:22,872 [main ] INFO  AbstractParam - Setting config api.disablekey = true was null
2026-02-08 16:33:22,875 [main ] INFO  AbstractParam - Setting config api.addrs.addr.name = .* was null
2026-02-08 16:33:22,878 [main ] INFO  AbstractParam - Setting config api.addrs.addr.regex = true was null
2026-02-08 16:34:19,744 [ZAP-daemon] INFO  ExtensionFactory - Installed add-ons: [[id=alertFilters, version=26.0.0], [id=ascanrules, version=78.0.0], [id=authhelper, version=0.34.0], [id=automation, version=0.58.0], [id=bruteforce, version=20.0.0], [id=callhome, version=0.20.0], [id=client, version=0.20.0], [id=commonlib, version=1.39.0], [id=database, version=0.9.0], [id=diff, version=18.0.0], [id=directorylistv1, version=9.0.0], [id=domxss, version=23.0.0], [id=encoder, version=1.8.0], [id=exim, version=0.16.0], [id=formhandler, version=6.8.0], [id=fuzz, version=13.16.0], [id=gettingStarted, version=20.0.0], [id=graaljs, version=0.12.0], [id=graphql, version=0.29.0], [id=help, version=22.0.0], [id=hud, version=0.19.0], [id=insights, version=0.0.1], [id=invoke, version=17.0.0], [id=network, version=0.25.0], [id=oast, version=0.24.0], [id=onlineMenu, version=15.0.0], [id=openapi, version=48.0.0], [id=postman, version=0.9.0], [id=pscan, version=0.6.0], [id=pscanrules, version=70.0.0], [id=quickstart, version=53.0.0], [id=replacer, version=21.0.0], [id=reports, version=0.43.0], [id=requester, version=7.9.0], [id=retest, version=0.11.0], [id=retire, version=0.52.0], [id=reveal, version=10.0.0], [id=scanpolicies, version=0.7.0], [id=scripts, version=45.17.0], [id=selenium, version=15.43.0], [id=sequence, version=9.0.0], [id=soap, version=29.0.0], [id=spider, version=0.18.0], [id=spiderAjax, version=23.29.0], [id=tips, version=16.0.0], [id=webdriverwindows, version=170.0.0], [id=websocket, version=35.0.0], [id=zest, version=48.11.0]]
2026-02-08 16:34:19,760 [ZAP-daemon] INFO  ExtensionFactory - Loading extensions
2026-02-08 16:34:23,736 [ZAP-daemon] INFO  TlsUtils - Using supported SSL/TLS protocols: [TLSv1.2, TLSv1.3]
2026-02-08 16:34:28,886 [ZAP-daemon] INFO  ExtensionFactory - Extensions loaded
2026-02-08 16:34:32,795 [ZAP-daemon] INFO  FlywayExecutor - Database: jdbc:hsqldb:file:D:/NetShieldAI/Services/temp/api_scanner/user_DivyaViradiya_1_29993/session/untitled1 (HSQL Database Engine 2.7)
2026-02-08 16:34:34,211 [ZAP-daemon] INFO  JdbcTableSchemaHistory - Schema history table "PUBLIC"."AUTHHELPER_FLYWAY_SCHEMA_HISTORY" does not exist yet
2026-02-08 16:34:34,243 [ZAP-daemon] INFO  DbValidate - Successfully validated 6 migrations (execution time 00:00.241s)
2026-02-08 16:34:34,326 [ZAP-daemon] INFO  JdbcTableSchemaHistory - Creating Schema History table "PUBLIC"."AUTHHELPER_FLYWAY_SCHEMA_HISTORY" with baseline ...
2026-02-08 16:34:34,765 [ZAP-daemon] INFO  DbBaseline - Successfully baselined schema with version: 0
2026-02-08 16:34:34,986 [ZAP-daemon] INFO  DbMigrate - Current version of schema "PUBLIC": 0
2026-02-08 16:34:35,515 [ZAP-daemon] INFO  DbMigrate - Migrating schema "PUBLIC" to version "1 - Create tables"
2026-02-08 16:34:35,774 [ZAP-daemon] INFO  DbMigrate - Migrating schema "PUBLIC" to version "2 - Create storage tables"
2026-02-08 16:34:35,922 [ZAP-daemon] INFO  DbMigrate - Migrating schema "PUBLIC" to version "3 - Improve diags"
2026-02-08 16:34:35,990 [ZAP-daemon] INFO  DbMigrate - Migrating schema "PUBLIC" to version "4 - Web element selector"
2026-02-08 16:34:36,044 [ZAP-daemon] INFO  DbMigrate - Migrating schema "PUBLIC" to version "5 - Af plan"
2026-02-08 16:34:36,090 [ZAP-daemon] INFO  DbMigrate - Migrating schema "PUBLIC" to version "6 - Auth report data"
2026-02-08 16:34:36,169 [ZAP-daemon] INFO  DbMigrate - Successfully applied 6 migrations to schema "PUBLIC", now at version v6 (execution time 00:00.206s)
2026-02-08 16:34:49,779 [ZAP-daemon] INFO  ExtensionLoader - Initializing Auto-update Extension - Allows ZAP to check for updates
2026-02-08 16:34:49,795 [ZAP-daemon] INFO  ExtensionLoader - Initializing Options Extension - Options Extension
