2026-03-17 13:28:35,860 [main ] INFO  Constant - Copying default configuration to D:\NetShield\NetShieldAI\temp\zap\user_Admin_1_19523\config.xml
2026-03-17 13:28:49,548 [main ] INFO  DbValidate - Successfully validated 6 migrations (execution time 00:00.023s)
2026-03-17 13:28:49,560 [main ] INFO  JdbcTableSchemaHistory - Creating Schema History table "PUBLIC"."AUTHHELPER_FLYWAY_SCHEMA_HISTORY" with baseline ...
2026-03-17 13:28:49,609 [main ] INFO  DbBaseline - Successfully baselined schema with version: 0
2026-03-17 13:28:49,631 [main ] INFO  DbMigrate - Current version of schema "PUBLIC": 0
2026-03-17 13:28:49,664 [main ] INFO  DbMigrate - Migrating schema "PUBLIC" to version "1 - Create tables"
2026-03-17 13:28:49,689 [main ] INFO  DbMigrate - Migrating schema "PUBLIC" to version "2 - Create storage tables"
2026-03-17 13:28:49,705 [main ] INFO  DbMigrate - Migrating schema "PUBLIC" to version "3 - Improve diags"
2026-03-17 13:28:49,724 [main ] INFO  DbMigrate - Migrating schema "PUBLIC" to version "4 - Web element selector"
2026-03-17 13:28:49,738 [main ] INFO  DbMigrate - Migrating schema "PUBLIC" to version "5 - Af plan"
2026-03-17 13:28:49,749 [main ] INFO  DbMigrate - Migrating schema "PUBLIC" to version "6 - Auth report data"
2026-03-17 13:28:49,766 [main ] INFO  DbMigrate - Successfully applied 6 migrations to schema "PUBLIC", now at version v6 (execution time 00:00.023s)
2026-03-17 13:28:52,046 [main ] INFO  ExtensionLoader - Initializing Auto-update Extension - Allows ZAP to check for updates
2026-03-17 13:28:52,054 [main ] INFO  ExtensionLoader - Initializing Options Extension - Options Extension
2026-03-17 13:28:52,054 [main ] INFO  ExtensionLoader - Initializing Edit Menu Extension - Edit Menu Extension
2026-03-17 13:28:52,055 [main ] INFO  ExtensionLoader - Initializing API Extension - Provides a rest based API for controlling and accessing ZAP
2026-03-17 13:28:52,064 [main ] INFO  ExtensionLoader - Initializing History Extension - History Extension
2026-03-17 13:28:52,068 [main ] INFO  ExtensionLoader - Initializing ExtensionReveal - Show hidden fields and enable disabled fields
2026-03-17 13:28:52,070 [main ] INFO  ExtensionLoader - Initializing Search Extension - Search messages for strings and regular expressions
2026-03-17 13:28:52,072 [main ] INFO  ExtensionLoader - Initializing Breakpoint Extension - Allows you to intercept and modify requests and responses
2026-03-17 13:28:52,082 [main ] INFO  ExtensionLoader - Initializing Passive Scan Extension - Passive scanner
2026-03-17 13:28:52,082 [main ] INFO  ExtensionLoader - Initializing Alerts Extension - Allows you to view and manage alerts
2026-03-17 13:28:52,086 [main ] INFO  ExtensionLoader - Initializing Active Scan Extension - Active scanner, heavily based on the original Paros active scanner, but with additional tests added
2026-03-17 13:28:52,100 [main ] INFO  ExtensionLoader - Initializing ExtensionSequence - ExtensionSequence
2026-03-17 13:28:52,100 [main ] INFO  ExtensionLoader - Initializing Standard Menus Extension - A set of common popup menus for miscellaneous tasks
2026-03-17 13:28:52,100 [main ] INFO  ExtensionLoader - Initializing ExtensionBruteForce - Forced browsing of files and directories using code from the OWASP DirBuster tool
2026-03-17 13:28:52,104 [main ] INFO  ExtensionLoader - Initializing Compare Extension - Compares 2 sessions and generates an HTML file showing the differences
2026-03-17 13:28:52,105 [main ] INFO  ExtensionLoader - Initializing ExtensionInvoke - Invoke external applications passing context related information such as URLs and parameters
2026-03-17 13:28:52,105 [main ] INFO  ExtensionLoader - Initializing Anti-CSRF Extension - Handles anti cross site request forgery (CSRF) tokens
2026-03-17 13:28:52,120 [main ] INFO  ExtensionLoader - Initializing Authentication Extension - Authentication Extension
2026-03-17 13:28:52,135 [main ] INFO  ExtensionAuthentication - Loaded authentication method types: [Form-based Authentication, HTTP/NTLM Authentication, Manual Authentication, Script-based Authentication, JSON-based Authentication]
2026-03-17 13:28:52,140 [main ] INFO  ExtensionLoader - Initializing Users Extension - Users Extension
2026-03-17 13:28:52,141 [main ] INFO  ExtensionLoader - Initializing Parameters Extension - Summarise and analyse FORM and URL parameters as well as cookies
2026-03-17 13:28:52,142 [main ] INFO  ExtensionLoader - Initializing Script Extension - Script integration
2026-03-17 13:28:52,151 [main ] INFO  ExtensionLoader - Initializing ExtensionScripts - Scripting console, supports all JSR 223 scripting languages
2026-03-17 13:28:52,161 [main ] INFO  ExtensionLoader - Initializing Forced User Extension - Forced User Extension
2026-03-17 13:28:52,161 [main ] INFO  ExtensionLoader - Initializing HTTP Sessions Extension - Extension handling HTTP sessions
2026-03-17 13:28:52,162 [main ] INFO  ExtensionLoader - Initializing ExtensionZest - Zest is a specialized scripting language, originally, from Mozilla specifically designed to be used in security tools
2026-03-17 13:28:52,268 [main ] INFO  ExtensionLoader - Initializing ExtensionDiff - ExtensionDiff
2026-03-17 13:28:52,269 [main ] INFO  ExtensionLoader - Initializing HTTP Panel Post Table View Extension - HTTP Panel Post Table View Extension
2026-03-17 13:28:52,269 [main ] INFO  ExtensionLoader - Initializing Encoder Addon - Adds support for scriptable encoders to ZAP.
2026-03-17 13:28:52,269 [main ] INFO  ExtensionLoader - Initializing Session Management Extension - Session Management Extension
2026-03-17 13:28:52,275 [main ] INFO  ExtensionSessionManagement - Loaded session management method types: [Cookie-based Session Management, HTTP Authentication Session Management, Script-based Session Management]
2026-03-17 13:28:52,276 [main ] INFO  ExtensionLoader - Initializing HTTP Panel Form Table View Extension - HTTP Panel Form Table View Extension
2026-03-17 13:28:52,277 [main ] INFO  ExtensionLoader - Initializing WebSockets Support - Capture messages from WebSockets with the ability to set breakpoints.
2026-03-17 13:28:52,293 [main ] INFO  ExtensionLoader - Initializing SOAP/WSDL Support - Allows you to import a WSDL file containing operations which ZAP will access, adding them to the Sites tree.
2026-03-17 13:28:52,294 [main ] INFO  ExtensionLoader - Initializing Core UI Extension - Core UI related functionality.
2026-03-17 13:28:52,294 [main ] INFO  ExtensionLoader - Initializing Authorization Extension - Authorization Extension
2026-03-17 13:28:52,296 [main ] INFO  ExtensionLoader - Initializing Requester - Allows to manually edit and send messages.
2026-03-17 13:28:52,302 [main ] INFO  ExtensionLoader - Initializing AJAX Spider - AJAX Spider, uses Crawljax
2026-03-17 13:28:52,307 [main ] INFO  ExtensionLoader - Initializing WebDriver Provider - Provides WebDrivers to control several browsers using Selenium and includes HtmlUnit browser.
2026-03-17 13:28:52,321 [main ] INFO  ExtensionLoader - Initializing Refresh Sites Tree Extension - Adds menu item to refresh the Sites tree
2026-03-17 13:28:52,321 [main ] INFO  ExtensionLoader - Initializing Help Extension - ZAP User Guide
2026-03-17 13:28:52,321 [main ] INFO  ExtensionLoader - Initializing Call Home - Handles all of the calls to ZAP services
2026-03-17 13:28:52,322 [main ] INFO  ExtensionLoader - Initializing Network Extension - Provides core networking capabilities.
2026-03-17 13:28:52,358 [main ] INFO  ConnectionOptions - Unsafe SSL/TLS renegotiation disabled.
2026-03-17 13:28:52,363 [main ] INFO  ExtensionLoader - Initializing Extension Configuration Extension - Allows you to configure which extensions are loaded when ZAP starts
2026-03-17 13:28:52,364 [main ] INFO  ExtensionLoader - Initializing Combined HTTP Panels Extension - Combined HTTP Panels Extension
2026-03-17 13:28:52,364 [main ] INFO  ExtensionLoader - Initializing HTTP Panel Hex View Extension - HTTP Panel Hex View Extension
2026-03-17 13:28:52,364 [main ] INFO  ExtensionLoader - Initializing HTTP Panel Image View Extension - HTTP Panel Image View Extension
2026-03-17 13:28:52,365 [main ] INFO  ExtensionLoader - Initializing HTTP Panel Query Table View Extension - HTTP Panel Query Table View Extension
2026-03-17 13:28:52,365 [main ] INFO  ExtensionLoader - Initializing HTTP Panel Syntax Highlighter View Extension - HTTP Panel Syntax Highlighter View Extension
2026-03-17 13:28:52,365 [main ] INFO  ExtensionLoader - Initializing Keyboard Configuration Extension - Adds support for configurable keyboard shortcuts for all of the ZAP menus.
2026-03-17 13:28:52,365 [main ] INFO  ExtensionLoader - Initializing Scanner Rule Configuration Extension - Active and passive rule configuration
2026-03-17 13:28:52,370 [main ] INFO  ExtensionLoader - Initializing Statistics Extension - Statistics
2026-03-17 13:28:52,373 [main ] INFO  ExtensionStats - Start recording in memory stats
2026-03-17 13:28:52,374 [main ] INFO  ExtensionLoader - Initializing Custom Pages Extension - Custom Pages Definition
2026-03-17 13:28:52,374 [main ] INFO  ExtensionLoader - Initializing ExtensionAlertFilters - Context alert rules filter
2026-03-17 13:28:52,378 [main ] INFO  ExtensionLoader - Initializing Alert Filters Automation - Alert Filters Automation Framework Integration
2026-03-17 13:28:52,385 [main ] INFO  ExtensionLoader - Initializing Active Scan Rules - Release status active scan rules
2026-03-17 13:28:52,387 [main ] INFO  ExtensionLoader - Initializing Authentication Helper - Authentication Helper
2026-03-17 13:28:52,400 [main ] INFO  ExtensionLoader - Initializing Client Spider Browser Based Authentication Support - Enables browser based authentication when performing an authenticated Client Spider scan.
2026-03-17 13:28:52,402 [main ] INFO  ExtensionLoader - Initializing Authentication Helper Reports - Authentication Helper Reports
2026-03-17 13:28:52,405 [main ] INFO  ExtensionLoader - Initializing AJAX Spider Browser Based Authentication Support - Enables browser based authentication when performing an authenticated AJAX Spider scan.
2026-03-17 13:28:52,408 [main ] INFO  ExtensionLoader - Initializing Automation Framework - Provides functionality to simplify using ZAP in an automated manner
2026-03-17 13:28:52,411 [main ] INFO  ExtensionLoader - Initializing ExtensionClientIntegration - Client Side Integration
2026-03-17 13:28:52,416 [main ] INFO  ExtensionLoader - Initializing Client Spider Automation - Client Spider Automation Framework Integration
2026-03-17 13:28:52,416 [main ] INFO  ExtensionLoader - Initializing Client Zest Script Recording Support - Allows recording client events as Zest scripts.
2026-03-17 13:28:52,420 [main ] INFO  ExtensionLoader - Initializing Common Library - A library of shared functionality
2026-03-17 13:28:52,421 [main ] INFO  ExtensionLoader - Initializing Database Extension - Provides databases and persistence capabilities.
2026-03-17 13:28:52,421 [main ] INFO  ExtensionLoader - Initializing ExtensionDomXSS - DOM XSS Active Scan Rule
2026-03-17 13:28:52,549 [main ] INFO  ExtensionLoader - Initializing Import/Export - Import and Export functionality supporting multiple formats.
2026-03-17 13:28:52,551 [main ] INFO  ExtensionLoader - Initializing Import/Export Automation - Import/Export Automation Framework Integration
2026-03-17 13:28:52,555 [main ] INFO  ExtensionLoader - Initializing ExtensionFormHandler - This extension allows a user to change the default values used for generated content (e.g. spiders, importers).
2026-03-17 13:28:52,559 [main ] INFO  ExtensionLoader - Initializing Advance Fuzzer - Provides the foundation for concrete message types (for example, HTTP, WebSockets) expose fuzzer implementations.
2026-03-17 13:28:52,561 [main ] INFO  ExtensionLoader - Initializing HTTP Fuzzer - Allows to fuzz HTTP messages.
2026-03-17 13:28:52,562 [main ] INFO  ExtensionLoader - Initializing ExtensionGettingStarted - The ZAP Getting Started Guide
2026-03-17 13:28:52,563 [main ] INFO  ExtensionLoader - Initializing GraalVM JavaScript Engine Extension - Provides the GraalVM JavaScript engine for ZAP scripting.
2026-03-17 13:28:52,598 [main ] INFO  ExtensionLoader - Initializing ExtensionGraphQl - Allows you to inspect and attack GraphQL endpoints.
2026-03-17 13:28:52,603 [main ] INFO  ExtensionLoader - Initializing GraphQL Automation - GraphQL Automation Framework Integration
2026-03-17 13:28:52,606 [main ] INFO  ExtensionLoader - Initializing GraphQL Spider - GraphQL Spider Integration
2026-03-17 13:28:52,608 [main ] INFO  ExtensionLoader - Initializing ExtensionHUD - Heads Up Display
2026-03-17 13:28:53,178 [main ] INFO  ExtensionLoader - Initializing ExtensionHUDlaunch - ExtensionHUDlaunch
2026-03-17 13:28:53,179 [main ] INFO  ExtensionLoader - Initializing ExtensionInsights - Insights Extension
2026-03-17 13:28:53,181 [main ] INFO  ExtensionLoader - Initializing Alert Filters Automation - Alert Filters Automation Framework Integration
2026-03-17 13:28:53,183 [main ] INFO  ExtensionLoader - Initializing Insights Reports Extension - Adds Insights to the report data
2026-03-17 13:28:53,185 [main ] INFO  ExtensionLoader - Initializing Out-of-band Application Security Testing - Adds Out-of-band Application Security Testing functionality.
2026-03-17 13:28:53,207 [main ] INFO  ExtensionLoader - Initializing OAST Scripts - Adds OAST scripts.
2026-03-17 13:28:53,208 [main ] INFO  ExtensionLoader - Initializing ExtensionOnlineMenu - The Online menu links
2026-03-17 13:28:53,208 [main ] INFO  ExtensionLoader - Initializing OpenAPI Import - Allows you to spider and import OpenAPI (Swagger) definitions 
2026-03-17 13:28:53,211 [main ] INFO  ExtensionLoader - Initializing OpenAPI Automation - OpenAPI Automation Framework Integration
2026-03-17 13:28:53,213 [main ] INFO  ExtensionLoader - Initializing OpenAPI Spider - OpenAPI Spider Integration
2026-03-17 13:28:53,217 [main ] INFO  ExtensionLoader - Initializing Postman Import - Allows you to spider and import Postman collections
2026-03-17 13:28:53,218 [main ] INFO  ExtensionLoader - Initializing Postman Automation - Postman Automation Framework Integration
2026-03-17 13:28:53,220 [main ] INFO  ExtensionLoader - Initializing Passive Scanner Extension - Provides core passive scanning capabilities.
2026-03-17 13:28:53,253 [main ] INFO  ExtensionLoader - Initializing Passive Scanner Automation Framework Extension - Provides jobs and result data related to the passive scanner.
2026-03-17 13:28:53,254 [main ] INFO  ExtensionLoader - Initializing Passive Scan Rules - Release status passive scan rules.
2026-03-17 13:28:53,255 [main ] INFO  ExtensionLoader - Initializing Quick Start panel  - Adds the Quick Start panel for scanning and exploring applications
2026-03-17 13:28:53,259 [main ] INFO  ExtensionLoader - Initializing Quick Start Ajax Spider integration - Add the option to use the Ajax Spider in the Quick Start scan
2026-03-17 13:28:53,261 [main ] INFO  ExtensionLoader - Initializing Quick Start HUD Integration - HUD integration for the quick start panel
2026-03-17 13:28:53,261 [main ] INFO  ExtensionLoader - Initializing Quick Start Browser Launcher - Launch browsers preset proxying through ZAP
2026-03-17 13:28:53,261 [main ] INFO  ExtensionLoader - Initializing Quick Start Spider Integration - Adds the option to use the traditional Spider in the Quick Start scan.
2026-03-17 13:28:53,263 [main ] INFO  ExtensionLoader - Initializing Match and Replace - Easy way to replace strings in requests and responses
2026-03-17 13:28:53,266 [main ] INFO  ExtensionLoader - Initializing Replacer Automation - Replacer Automation Framework Integration
2026-03-17 13:28:53,267 [main ] INFO  ExtensionLoader - Initializing Report Generator - Templated and themed report generation functionality
2026-03-17 13:28:53,269 [main ] INFO  ExtensionLoader - Initializing Report Generation Automation Integration - Report Generation Automation Integration
2026-03-17 13:28:53,272 [main ] INFO  ExtensionLoader - Initializing Retest - Facilitates the verification of presence/absence of certain alerts.
2026-03-17 13:28:53,274 [main ] INFO  ExtensionLoader - Initializing Scripts Automation Framework Integration - Scripts Automation
2026-03-17 13:28:53,284 [main ] INFO  ExtensionLoader - Initializing Sequence Automation - Sequence Automation Framework Integration
2026-03-17 13:28:53,290 [main ] INFO  ExtensionLoader - Initializing SOAP Automation - SOAP Automation Framework Integration
2026-03-17 13:28:53,291 [main ] INFO  ExtensionLoader - Initializing SOAP Spider - SOAP Spider Integration
2026-03-17 13:28:53,292 [main ] INFO  ExtensionLoader - Initializing Spider Extension - Spider used for automatically finding URIs on a site.
2026-03-17 13:28:53,315 [main ] INFO  ExtensionLoader - Initializing Spider Automation - Spider Automation Integration
2026-03-17 13:28:53,319 [main ] INFO  ExtensionLoader - Initializing Ajax Spider Automation - Ajax Spider Automation Framework Integration
2026-03-17 13:28:53,325 [main ] INFO  ExtensionLoader - Initializing ExtensionTipsAndTricks - Tips and Tricks
2026-03-17 13:28:53,325 [main ] INFO  ExtensionLoader - Initializing WebSocket Fuzzer - Allows to fuzz WebSocket messages.
2026-03-17 13:28:53,326 [main ] INFO  ExtensionLoader - Initializing WebSocket Message Editor - Provides the WebSocket Message Editor dialogues.
2026-03-17 13:28:53,633 [main ] WARN  SeleniumManager - Unable to discover proper geckodriver version in offline mode
2026-03-17 13:28:53,671 [main ] WARN  FirefoxProfileManager - Unable to find Firefox binary through SeleniumManager.
2026-03-17 13:28:53,671 [main ] ERROR ExtensionClientIntegration - Failed to get or create Firefox profile zap-client-profile
2026-03-17 13:28:53,979 [main ] INFO  CallbackService - Started callback service on 0.0.0.0:56875
2026-03-17 13:28:53,993 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Authentication Request Identified
2026-03-17 13:28:53,993 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Session Management Response Identified
2026-03-17 13:28:53,994 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Verification Request Identified
2026-03-17 13:28:54,075 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Anti-clickjacking Header
2026-03-17 13:28:54,075 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Application Error Disclosure
2026-03-17 13:28:54,075 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Big Redirect Detected (Potential Sensitive Information Leak)
2026-03-17 13:28:54,075 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Re-examine Cache-control Directives
2026-03-17 13:28:54,075 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Charset Mismatch
2026-03-17 13:28:54,076 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Content Security Policy (CSP) Header Not Set
2026-03-17 13:28:54,076 [main ] INFO  ScanRuleManager - Loaded passive scan rule: CSP
2026-03-17 13:28:54,076 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Content-Type Header Missing
2026-03-17 13:28:54,076 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cookie No HttpOnly Flag
2026-03-17 13:28:54,076 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Loosely Scoped Cookie
2026-03-17 13:28:54,076 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cookie without SameSite Attribute
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cookie Without Secure Flag
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cross-Domain Misconfiguration
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cross-Domain JavaScript Source File Inclusion
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Absence of Anti-CSRF Tokens
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Directory Browsing
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Hash Disclosure
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Heartbleed OpenSSL Vulnerability (Indicative)
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: In Page Banner Information Leak
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Private IP Disclosure
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Session ID in URL Rewrite
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Information Disclosure - Debug Error Messages
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Information Disclosure - Sensitive Information in URL
2026-03-17 13:28:54,077 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Information Disclosure - Sensitive Information in HTTP Referrer Header
2026-03-17 13:28:54,078 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Information Disclosure - Suspicious Comments
2026-03-17 13:28:54,078 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Weak Authentication Method
2026-03-17 13:28:54,078 [main ] INFO  ScanRuleManager - Loaded passive scan rule: HTTP to HTTPS Insecure Transition in Form Post
2026-03-17 13:28:54,078 [main ] INFO  ScanRuleManager - Loaded passive scan rule: HTTPS to HTTP Insecure Transition in Form Post
2026-03-17 13:28:54,078 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Insecure JSF ViewState
2026-03-17 13:28:54,078 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Java Serialization Object
2026-03-17 13:28:54,079 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Reverse Tabnabbing
2026-03-17 13:28:54,079 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Secure Pages Include Mixed Content
2026-03-17 13:28:54,079 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Modern Web Application
2026-03-17 13:28:54,079 [main ] INFO  ScanRuleManager - Loaded passive scan rule: PII Disclosure
2026-03-17 13:28:54,079 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Script Served From Malicious Domain (polyfill)
2026-03-17 13:28:54,080 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Retrieved from Cache
2026-03-17 13:28:54,080 [main ] INFO  ScanRuleManager - Loaded passive scan rule: HTTP Server Response Header
2026-03-17 13:28:54,080 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Strict-Transport-Security Header
2026-03-17 13:28:54,080 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Sub Resource Integrity Attribute Missing
2026-03-17 13:28:54,080 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Timestamp Disclosure
2026-03-17 13:28:54,080 [main ] INFO  ScanRuleManager - Loaded passive scan rule: User Controllable Charset
2026-03-17 13:28:54,080 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Cookie Poisoning
2026-03-17 13:28:54,081 [main ] INFO  ScanRuleManager - Loaded passive scan rule: User Controllable HTML Element Attribute (Potential XSS)
2026-03-17 13:28:54,081 [main ] INFO  ScanRuleManager - Loaded passive scan rule: User Controllable JavaScript Event (XSS)
2026-03-17 13:28:54,081 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Off-site Redirect
2026-03-17 13:28:54,081 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Username Hash Found
2026-03-17 13:28:54,081 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Viewstate
2026-03-17 13:28:54,081 [main ] INFO  ScanRuleManager - Loaded passive scan rule: X-AspNet-Version Response Header
2026-03-17 13:28:54,082 [main ] INFO  ScanRuleManager - Loaded passive scan rule: X-Backend-Server Header Information Leak
2026-03-17 13:28:54,082 [main ] INFO  ScanRuleManager - Loaded passive scan rule: X-ChromeLogger-Data (XCOLD) Header Information Leak
2026-03-17 13:28:54,082 [main ] INFO  ScanRuleManager - Loaded passive scan rule: X-Content-Type-Options Header Missing
2026-03-17 13:28:54,082 [main ] INFO  ScanRuleManager - Loaded passive scan rule: X-Debug-Token Information Leak
2026-03-17 13:28:54,082 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Server Leaks Information via "X-Powered-By" HTTP Response Header Field(s)
2026-03-17 13:28:54,082 [main ] INFO  ScanRuleManager - Loaded passive scan rule: ZAP is Out of Date
2026-03-17 13:28:54,085 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Vulnerable JS Library (Powered by Retire.js)
2026-03-17 13:28:54,089 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Script Passive Scan Rules
2026-03-17 13:28:54,089 [main ] INFO  ScanRuleManager - Loaded passive scan rule: WSDL File Detection
2026-03-17 13:28:54,091 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Stats Passive Scan Rule
2026-03-17 13:28:54,095 [main ] INFO  ExtensionNetwork - Creating new root CA certificate.
2026-03-17 13:28:55,124 [main ] INFO  ExtensionNetwork - New root CA certificate created.
2026-03-17 13:29:13,028 [main ] INFO  CommandLineBootstrap - ZAP 2.17.0 terminated.
