cwe_id,base_score_mean,base_score_max,base_score_std,confidentiality_impact_numeric_mean,integrity_impact_numeric_mean,availability_impact_numeric_mean,attack_vector_<lambda>,privileges_required_<lambda>,user_interaction_<lambda>,cve_count,av_weight,pr_weight,actual_risk_score
CWE-20,7.081196581196581,10.0,1.5491306804084035,1.5160919540229885,1.5290396779758482,2.2383150605885747,NETWORK,NONE,NONE,1755,1.5,1.2,12.746153846153847
CWE-200,5.927001862197393,10.0,1.3932395896259209,2.155722326454034,0.20297951582867785,0.17318435754189945,NETWORK,NONE,NONE,537,1.5,1.2,10.668603351955307
CWE-201,5.785714285714286,8.2,1.5323495809035346,1.5714285714285714,0.5714285714285714,0.14285714285714285,NETWORK,NONE,NONE,7,1.5,1.2,10.414285714285715
CWE-202,5.6,7.5,2.6870057685088806,2.0,0.0,0.0,NETWORK,NONE,NONE,2,1.5,1.2,10.079999999999998
CWE-203,5.578765432098765,9.8,1.3361661783729768,2.14214463840399,0.21287128712871287,0.1580246913580247,NETWORK,NONE,NONE,405,1.5,1.2,10.041777777777776
CWE-204,5.1571428571428575,5.3,0.3779644730092273,1.0,0.0,0.0,NETWORK,NONE,NONE,7,1.5,1.2,9.282857142857143
CWE-208,6.5,6.5,0.0,3.0,0.0,0.0,NETWORK,LOW,NONE,1,1.5,1.0,9.75
CWE-209,5.4682352941176475,9.8,1.5788622259939844,1.611764705882353,0.16862745098039217,0.16470588235294117,NETWORK,NONE,NONE,255,1.5,1.2,9.842823529411765
CWE-212,6.186792452830188,9.1,1.5357330667305558,2.5384615384615383,0.49056603773584906,0.4528301886792453,NETWORK,NONE,NONE,53,1.5,1.2,11.136226415094336
CWE-213,5.3,5.3,0.0,1.0,0.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,9.54
CWE-214,6.0,6.0,0.0,3.0,0.0,0.0,LOCAL,HIGH,NONE,1,1.0,0.8,4.800000000000001
CWE-215,2.4,2.4,0.0,1.0,0.0,0.0,PHYSICAL,NONE,NONE,1,0.8,1.2,2.304
CWE-219,7.5,7.5,0.0,3.0,0.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,13.5
CWE-22,7.3730139720558885,10.0,1.6141392705924105,2.2580515297906603,1.419238476953908,1.1887019230769231,NETWORK,NONE,NONE,2505,1.5,1.2,13.2714251497006
CWE-23,6.425,9.8,2.0319120715884007,1.4375,1.0,0.75,NETWORK,NONE,NONE,16,1.5,1.2,11.565
CWE-230,6.5,6.5,0.0,0.0,0.0,3.0,NETWORK,LOW,NONE,1,1.5,1.0,9.75
CWE-232,7.7,7.7,0.0,0.0,0.0,3.0,NETWORK,LOW,NONE,1,1.5,1.0,11.55
CWE-233,5.9,5.9,0.0,3.0,0.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,10.620000000000001
CWE-24,6.5,6.5,0.0,0.0,3.0,0.0,NETWORK,LOW,NONE,1,1.5,1.0,9.75
CWE-242,8.8,9.8,1.414213562373096,3.0,3.0,3.0,LOCAL,LOW,NONE,2,1.0,1.0,8.8
CWE-244,7.3,7.3,0.0,1.0,1.0,1.0,NETWORK,NONE,NONE,1,1.5,1.2,13.139999999999999
CWE-248,5.3,5.3,0.0,0.0,0.0,1.0,NETWORK,NONE,NONE,1,1.5,1.2,9.54
CWE-250,7.05,8.5,1.8562635280892326,2.375,2.75,2.25,LOCAL,LOW,NONE,8,1.0,1.0,7.05
CWE-252,6.491304347826087,9.8,1.5861291330148581,0.855072463768116,0.8695652173913043,2.235294117647059,NETWORK,NONE,NONE,69,1.5,1.2,11.684347826086954
CWE-255,2.966666666666667,3.3,0.30550504633038894,1.0,0.0,0.0,LOCAL,HIGH,NONE,3,1.0,0.8,2.3733333333333335
CWE-256,5.114285714285714,6.5,0.8802056036869486,2.7142857142857144,0.0,0.0,LOCAL,LOW,NONE,7,1.0,1.0,5.114285714285714
CWE-257,8.1,8.1,0.0,3.0,3.0,0.0,NETWORK,LOW,NONE,1,1.5,1.0,12.149999999999999
CWE-259,7.199999999999999,9.1,2.68700576850888,3.0,1.5,1.5,NETWORK,HIGH,NONE,2,1.5,0.8,8.639999999999999
CWE-260,7.5,7.5,0.0,3.0,0.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,13.5
CWE-264,6.65,7.5,1.202081528017131,1.5,2.0,1.5,NETWORK,LOW,NONE,2,1.5,1.0,9.975000000000001
CWE-266,7.5,9.8,2.1009521650908662,2.5454545454545454,2.090909090909091,1.9090909090909092,NETWORK,LOW,NONE,11,1.5,1.0,11.25
CWE-267,8.7,8.7,0.0,3.0,3.0,0.0,NETWORK,HIGH,NONE,1,1.5,0.8,10.44
CWE-268,5.1,5.1,0.0,1.0,3.0,0.0,LOCAL,HIGH,NONE,1,1.0,0.8,4.08
CWE-269,7.305419354838709,10.0,1.6403492879404107,2.5,2.5494505494505493,2.3905511811023623,LOCAL,LOW,NONE,775,1.0,1.0,7.305419354838709
CWE-273,6.961538461538462,9.8,2.356387935498759,2.3076923076923075,1.9230769230769231,1.8461538461538463,LOCAL,LOW,NONE,13,1.0,1.0,6.961538461538462
CWE-274,7.433333333333334,8.8,1.1846237095944576,3.0,3.0,3.0,NETWORK,HIGH,NONE,3,1.5,0.8,8.92
CWE-276,7.0355855855855856,10.0,1.5354686882721176,2.191842900302115,2.016616314199396,1.7586726998491704,LOCAL,LOW,NONE,666,1.0,1.0,7.0355855855855856
CWE-277,6.6,6.6,0.0,0.0,3.0,3.0,LOCAL,LOW,REQUIRED,1,1.0,1.0,6.6
CWE-278,7.2,7.2,0.0,3.0,3.0,3.0,NETWORK,HIGH,NONE,1,1.5,0.8,8.64
CWE-280,9.15,9.9,1.0606601717798212,3.0,3.0,3.0,LOCAL,LOW,NONE,2,1.0,1.0,9.15
CWE-281,7.0813953488372094,9.8,1.6759217352820206,2.2093023255813953,1.890625,1.682170542635659,NETWORK,LOW,NONE,129,1.5,1.0,10.622093023255815
CWE-282,8.3,8.8,0.7071067811865478,3.0,3.0,3.0,LOCAL,LOW,NONE,2,1.0,1.0,8.3
CWE-284,6.035897435897437,9.8,1.4282531854694795,1.2222222222222223,1.3333333333333333,0.9914529914529915,NETWORK,LOW,NONE,117,1.5,1.0,9.053846153846155
CWE-285,6.8061224489795915,9.9,2.2020263549801604,1.5,1.625,1.3541666666666667,NETWORK,LOW,NONE,49,1.5,1.0,10.209183673469386
CWE-286,8.8,8.8,0.0,3.0,3.0,3.0,NETWORK,LOW,NONE,1,1.5,1.0,13.200000000000001
CWE-287,7.758428949691087,10.0,1.8485721745149304,2.314108251996451,2.093002657218778,1.7059344552701505,NETWORK,NONE,NONE,1133,1.5,1.2,13.965172109443957
CWE-288,9.012500000000001,9.8,1.490641093477977,2.75,2.7916666666666665,2.25,NETWORK,NONE,NONE,24,1.5,1.2,16.2225
CWE-289,7.5,7.5,0.0,3.0,0.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,13.5
CWE-29,8.866666666666667,9.8,1.127238513654793,3.0,2.0,2.0,NETWORK,NONE,NONE,6,1.5,1.2,15.96
CWE-290,7.072847682119205,10.0,1.85299518887069,1.4563758389261745,2.074324324324324,1.0066225165562914,NETWORK,NONE,NONE,151,1.5,1.2,12.73112582781457
CWE-291,7.5,7.5,0.0,0.0,3.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,13.5
CWE-294,7.287628865979381,9.8,1.3272196606031004,1.8958333333333333,2.5,1.59375,NETWORK,NONE,NONE,97,1.5,1.2,13.117731958762885
CWE-295,6.982135076252724,9.8,1.5138036679283564,2.037280701754386,1.8424507658643325,0.9037199124726477,NETWORK,NONE,NONE,459,1.5,1.2,12.567843137254902
CWE-297,5.4,6.5,1.5556349186104044,0.5,1.0,0.0,NETWORK,LOW,NONE,2,1.5,1.0,8.100000000000001
CWE-300,6.333333333333333,7.8,1.3051181300301262,3.0,1.0,1.0,NETWORK,LOW,NONE,3,1.5,1.0,9.5
CWE-302,7.65,8.8,1.6263455967290599,3.0,1.5,1.5,NETWORK,LOW,NONE,2,1.5,1.0,11.475000000000001
CWE-303,7.5,7.5,0.0,0.0,3.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,13.5
CWE-304,6.5,6.5,0.0,1.0,1.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,11.7
CWE-305,9.8,9.8,0.0,3.0,3.0,3.0,NETWORK,NONE,NONE,1,1.5,1.2,17.64
CWE-306,7.927966101694915,10.0,1.6935630990786068,2.127659574468085,1.8512747875354107,1.5708215297450425,NETWORK,NONE,NONE,708,1.5,1.2,14.270338983050848
CWE-307,8.011504424778762,9.9,1.818265459772735,2.4734513274336285,1.6283185840707965,1.5398230088495575,NETWORK,NONE,NONE,226,1.5,1.2,14.42070796460177
CWE-308,6.5,6.5,0.0,0.0,3.0,0.0,NETWORK,LOW,NONE,1,1.5,1.0,9.75
CWE-310,3.0,3.7,0.8445906306213286,1.0,0.0,0.0,NETWORK,NONE,NONE,4,1.5,1.2,5.3999999999999995
CWE-311,6.165573770491804,9.8,1.5303956433195476,2.262295081967213,0.5983606557377049,0.20491803278688525,NETWORK,NONE,NONE,122,1.5,1.2,11.098032786885247
CWE-312,6.21732283464567,9.8,1.3838596571786757,2.7718832891246685,0.31926121372031663,0.24736842105263157,NETWORK,LOW,NONE,381,1.5,1.0,9.325984251968505
CWE-317,4.3,4.3,0.0,1.0,0.0,0.0,NETWORK,LOW,NONE,2,1.5,1.0,6.449999999999999
CWE-319,6.695518207282913,9.8,1.507092622143088,2.6732394366197183,0.5926966292134831,0.40336134453781514,NETWORK,NONE,NONE,357,1.5,1.2,12.051932773109245
CWE-320,7.4,7.4,0.0,3.0,3.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,13.320000000000002
CWE-321,5.775,7.5,1.3047988350699888,2.5,0.0,0.0,NETWORK,NONE,NONE,4,1.5,1.2,10.395000000000001
CWE-326,6.905813953488372,10.0,1.4539604836415931,2.473684210526316,1.0465116279069768,0.6802325581395349,NETWORK,NONE,NONE,172,1.5,1.2,12.430465116279068
CWE-327,6.951648351648352,9.8,1.5124504831974208,2.6791044776119404,0.7095588235294118,0.43014705882352944,NETWORK,NONE,NONE,273,1.5,1.2,12.512967032967033
CWE-328,6.866666666666667,9.8,2.589079630550852,3.0,1.0,1.0,NETWORK,NONE,NONE,3,1.5,1.2,12.360000000000001
CWE-330,7.009036144578313,9.8,1.7901691908920188,2.174698795180723,1.1927710843373494,0.7409638554216867,NETWORK,NONE,NONE,166,1.5,1.2,12.616265060240963
CWE-331,7.427777777777777,9.8,1.7985090827223869,2.1944444444444446,1.3888888888888888,1.2777777777777777,NETWORK,NONE,NONE,36,1.5,1.2,13.37
CWE-335,7.536363636363637,9.8,1.7850897609211296,2.4545454545454546,1.4545454545454546,0.8181818181818182,NETWORK,NONE,NONE,11,1.5,1.2,13.565454545454545
CWE-338,7.3025,9.8,1.7870599691485831,2.425,1.475,0.9,NETWORK,NONE,NONE,40,1.5,1.2,13.144499999999999
CWE-340,5.3,5.3,0.0,0.0,1.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,9.54
CWE-345,7.211167512690356,9.9,1.7446937504962938,1.6446700507614214,2.239795918367347,1.7106598984771573,NETWORK,NONE,NONE,197,1.5,1.2,12.98010152284264
CWE-346,6.822448979591837,10.0,1.6143108253593048,1.7379310344827585,1.7379310344827585,1.0758620689655172,NETWORK,NONE,REQUIRED,147,1.5,1.2,12.280408163265305
CWE-347,7.376444444444445,10.0,1.4878153260551013,1.84375,2.481981981981982,1.4821428571428572,NETWORK,NONE,NONE,225,1.5,1.2,13.277600000000001
CWE-349,6.05,7.8,2.4748737341529163,1.5,2.0,1.5,LOCAL,LOW,NONE,2,1.0,1.0,6.05
CWE-35,7.1,7.7,0.8485281374238575,3.0,0.0,0.0,NETWORK,LOW,NONE,2,1.5,1.0,10.649999999999999
CWE-351,4.3,4.3,0.0,0.0,1.0,0.0,NETWORK,LOW,NONE,1,1.5,1.0,6.449999999999999
CWE-352,7.093267058291912,9.8,1.8573724950906436,1.6252260397830018,2.2858435097241068,1.6094032549728752,NETWORK,NONE,REQUIRED,2213,1.5,1.2,12.76788070492544
CWE-353,6.633333333333333,7.6,0.9073771725877461,1.5,3.0,1.0,NETWORK,NONE,N/A,3,1.5,1.2,11.94
CWE-354,6.793150684931507,9.8,1.3357612027857297,1.1506849315068493,2.2739726027397262,1.5616438356164384,NETWORK,NONE,NONE,73,1.5,1.2,12.22767123287671
CWE-359,6.029999999999999,7.6,1.184201559420242,2.3333333333333335,0.4,0.4,NETWORK,NONE,NONE,10,1.5,1.2,10.853999999999997
CWE-36,7.033333333333334,10.0,1.994367067517913,2.5555555555555554,1.0,0.6666666666666666,NETWORK,NONE,NONE,9,1.5,1.2,12.66
CWE-362,6.21328320802005,9.8,1.4071778701846824,1.90234375,1.8296488946684004,2.5392670157068062,LOCAL,LOW,NONE,798,1.0,1.0,6.21328320802005
CWE-364,4.7,4.7,0.0,3.0,0.0,0.0,LOCAL,LOW,NONE,1,1.0,1.0,4.7
CWE-367,6.637229437229437,9.8,1.1833626127339996,2.4521739130434783,2.5391304347826087,2.5130434782608697,LOCAL,LOW,NONE,231,1.0,1.0,6.637229437229437
CWE-369,6.066225165562914,8.8,1.054506988579247,0.09933774834437085,0.07947019867549669,2.8741721854304636,LOCAL,NONE,NONE,151,1.0,1.2,7.279470198675496
CWE-378,5.5,5.5,0.0,3.0,0.0,0.0,LOCAL,LOW,NONE,1,1.0,1.0,5.5
CWE-379,6.640000000000001,7.8,1.0830512453249845,2.25,3.0,2.25,LOCAL,NONE,REQUIRED,5,1.0,1.2,7.968
CWE-384,7.499145299145299,10.0,1.8536309069097294,2.1538461538461537,2.0,1.2478632478632479,NETWORK,NONE,NONE,117,1.5,1.2,13.49846153846154
CWE-391,6.1,6.1,0.0,0.0,0.0,3.0,ADJACENT_NETWORK,NONE,NONE,1,1.2,1.2,8.783999999999999
CWE-400,6.655141843971631,9.8,1.171990373820398,0.0425531914893617,0.07092198581560284,2.75089605734767,NETWORK,NONE,NONE,564,1.5,1.2,11.979255319148935
CWE-401,5.989300411522634,9.8,0.9945431769324031,0.18244170096021947,0.06172839506172839,2.82246879334258,LOCAL,LOW,NONE,729,1.0,1.0,5.989300411522634
CWE-402,5.4,6.5,1.5556349186104044,2.0,0.0,0.0,ADJACENT_NETWORK,LOW,NONE,2,1.2,1.0,6.48
CWE-404,6.105228758169935,9.8,1.3826838342453114,0.30718954248366015,0.16339869281045752,2.4705882352941178,NETWORK,NONE,NONE,153,1.5,1.2,10.989411764705883
CWE-406,9.1,9.1,0.0,3.0,0.0,3.0,NETWORK,NONE,NONE,1,1.5,1.2,16.38
CWE-407,6.828571428571428,7.5,1.0658536278701478,0.0,0.0,2.7142857142857144,NETWORK,NONE,NONE,14,1.5,1.2,12.29142857142857
CWE-409,5.5,6.5,1.4142135623730951,0.0,0.5,2.0,LOCAL,LOW,NONE,2,1.0,1.0,5.5
CWE-410,7.5,7.5,0.0,0.0,0.0,3.0,NETWORK,NONE,NONE,1,1.5,1.2,13.5
CWE-413,7.5,7.5,0.0,0.0,3.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,13.5
CWE-415,7.532659932659932,9.8,1.3304556203091322,2.016949152542373,2.0033898305084747,2.9084745762711863,LOCAL,LOW,NONE,297,1.0,1.0,7.532659932659932
CWE-416,7.732546125461255,10.0,1.2378921807703502,2.552142586272279,2.433862433862434,2.853197124479758,LOCAL,NONE,NONE,2710,1.0,1.2,9.279055350553506
CWE-420,10.0,10.0,0.0,3.0,3.0,3.0,NETWORK,NONE,NONE,1,1.5,1.2,18.0
CWE-425,7.155263157894736,9.8,1.5410295032297605,2.0789473684210527,1.0921052631578947,0.9342105263157895,NETWORK,NONE,NONE,76,1.5,1.2,12.879473684210524
CWE-426,7.424637681159419,9.8,1.2045419878997834,2.6691176470588234,2.72992700729927,2.7518248175182483,LOCAL,NONE,REQUIRED,138,1.0,1.2,8.909565217391302
CWE-427,7.614056224899598,9.8,0.6760662737412271,2.934020618556701,2.956701030927835,2.9237113402061854,LOCAL,LOW,REQUIRED,498,1.0,1.0,7.614056224899598
CWE-428,7.413207547169811,9.8,0.9859078940558013,2.7169811320754715,2.811320754716981,2.8679245283018866,LOCAL,LOW,NONE,106,1.0,1.0,7.413207547169811
CWE-434,8.631420765027324,10.0,1.270237313689329,2.7700205338809036,2.830937713894593,2.779603011635866,NETWORK,NONE,NONE,1464,1.5,1.2,15.536557377049183
CWE-435,5.3,5.3,0.0,0.0,1.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,9.54
CWE-436,6.9375,9.8,1.530826406611634,0.8717948717948718,1.5384615384615385,1.394736842105263,NETWORK,NONE,NONE,40,1.5,1.2,12.487499999999999
CWE-440,4.7,4.7,0.0,0.0,0.0,1.0,ADJACENT_NETWORK,NONE,NONE,1,1.2,1.2,6.768
CWE-444,7.1425,9.9,1.4990564259117227,1.0254237288135593,1.7264957264957266,0.7916666666666666,NETWORK,NONE,NONE,120,1.5,1.2,12.8565
CWE-451,5.3999999999999995,6.5,1.1000000000000003,1.3333333333333333,0.6666666666666666,0.0,NETWORK,NONE,REQUIRED,3,1.5,1.2,9.719999999999999
CWE-453,8.1,8.1,0.0,3.0,0.0,3.0,NETWORK,LOW,NONE,1,1.5,1.0,12.149999999999999
CWE-455,5.5,5.5,0.0,0.0,0.0,3.0,LOCAL,LOW,NONE,1,1.0,1.0,5.5
CWE-457,7.75,7.8,0.0707106781186545,1.5,1.5,3.0,LOCAL,LOW,NONE,2,1.0,1.0,7.75
CWE-459,6.132941176470588,9.8,1.4706969707699582,1.3647058823529412,0.4823529411764706,1.8705882352941177,LOCAL,LOW,NONE,85,1.0,1.0,6.132941176470588
CWE-470,8.414285714285715,9.8,1.0668841353407403,2.5714285714285716,3.0,2.5714285714285716,NETWORK,LOW,NONE,14,1.5,1.0,12.621428571428572
CWE-471,5.0,6.0,1.4142135623730951,0.0,2.0,1.5,LOCAL,HIGH,NONE,2,1.0,0.8,4.0
CWE-472,5.14,7.5,1.3885243966167826,0.2,1.2,0.0,NETWORK,LOW,NONE,5,1.5,1.0,7.709999999999999
CWE-476,5.9889478764478765,10.0,1.0194243142964474,0.15120772946859903,0.14437469821342347,2.963654223968566,LOCAL,LOW,NONE,2072,1.0,1.0,5.9889478764478765
CWE-489,6.6,6.8,0.33665016461206926,3.0,3.0,2.25,PHYSICAL,NONE,NONE,4,0.8,1.2,6.336
CWE-494,7.889230769230768,9.8,1.3742183092720244,2.5084745762711864,2.5254237288135593,2.23728813559322,NETWORK,NONE,NONE,65,1.5,1.2,14.200615384615384
CWE-497,5.491666666666667,7.7,1.3228470215502026,2.0,0.25,0.0,NETWORK,NONE,NONE,12,1.5,1.2,9.885
CWE-501,7.5,7.5,0.0,1.0,3.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,13.5
CWE-502,8.7144,10.0,1.1657234613110448,2.8140161725067387,2.81266846361186,2.8773584905660377,NETWORK,NONE,NONE,750,1.5,1.2,15.68592
CWE-521,7.787000000000001,9.8,1.9133584097184733,2.48,1.68,1.49,NETWORK,NONE,NONE,100,1.5,1.2,14.016600000000002
CWE-522,6.5544573643410855,10.0,1.6114997826977764,2.792490118577075,0.7602339181286549,0.580896686159844,NETWORK,LOW,NONE,516,1.5,1.0,9.831686046511628
CWE-525,4.733333333333333,6.2,1.2701705922171767,1.6666666666666667,0.0,0.0,LOCAL,NONE,NONE,3,1.0,1.2,5.68
CWE-526,5.5,5.5,0.0,3.0,0.0,0.0,LOCAL,LOW,NONE,1,1.0,1.0,5.5
CWE-527,6.5,6.5,0.0,0.0,3.0,0.0,ADJACENT_NETWORK,NONE,NONE,1,1.2,1.2,9.36
CWE-530,7.5,7.5,0.0,3.0,0.0,0.0,NETWORK,NONE,NONE,1,1.5,1.2,13.5
CWE-532,5.7259911894273126,9.8,1.5370575541816949,2.5659955257270695,0.23893805309734514,0.1828193832599119,NETWORK,LOW,NONE,454,1.5,1.0,8.58898678414097
CWE-538,6.5,6.5,0.0,3.0,0.0,0.0,NETWORK,LOW,NONE,1,1.5,1.0,9.75
CWE-540,3.65,5.3,2.3334523779156067,1.0,0.0,0.0,NETWORK,NONE,NONE,2,1.5,1.2,6.569999999999999
CWE-548,4.3999999999999995,6.5,2.0518284528683197,1.6666666666666667,0.0,0.0,NETWORK,LOW,NONE,3,1.5,1.0,6.6
CWE-549,4.9,4.9,0.0,3.0,0.0,0.0,NETWORK,HIGH,NONE,1,1.5,0.8,5.880000000000001
